System	NodeID	SpeciesID	StageID	Stage	SpeciesID.StageID	WorkingName	OrganismalGroup	NodeType	Resolution	ResolutionNotes	Feeding	Lifestyle(stage)	Lifestyle(species)	ConsumerStrategy(stage)	HabitatAffiliation	Mobility	Residency	NativeStatus	BodySize(g)	BodySizeSD	BodySizeN	BodySizeEstimation	BodySizeNotes	Abundance(no./ha)	Abundance95%CL	AbundanceDF	Biomass(kg/ha)	Biomass95%CL	BiomassDF	BiomassEstimation	BiomassNotes	Kingdom	Phylum	Subphylum	Superclass	Class	Subclass	Order	Suborder	Infraorder	Superfamily	Family	Genus	SpecificEpithet	NodeNotes
BSQ	131	91	1	adult	91.1	cumacean	cumacean	taxon	Species		feeding	free-living	free-living	predator		low	resident		0.00273967	0.00154318	2	population	individuals encountered during the random sampling described in Kuris et al. (2008)	148034.81	411010.525	4	0.4055668	1.12603392	4	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Crustacea		Malacostraca		Cumacea							
BSQ	132	92	1	adult	92.1	cyclopoid copepod	copepod	taxon	Order		feeding	free-living	free-living	predator		low	resident		8.28262e-6			species	set equal to body size of those at csm				0.050791			extrapolation from other estuary	CSM plankton cores, adjusted for habitat area	Animalia	Arthropoda	Crustacea		Copepoda		Cyclopoida							
CSM	132	92	1	adult	92.1	cyclopoid copepod	copepod	taxon	Order		feeding	free-living	free-living	predator		low	resident		8.28262e-6		9	species	volumetric				0.0246359			quantification, limited sampling	csm plankton cores (5 channel and 1 pan site)	Animalia	Arthropoda	Crustacea		Copepoda		Cyclopoida							
EPB	132	92	1	adult	92.1	cyclopoid copepod	copepod	taxon	Order		feeding	free-living	free-living	predator		low	resident		8.28262e-6			species	set equal to body size of those at csm				0.0544776			extrapolation from other estuary	CSM plankton cores, adjusted for habitat area	Animalia	Arthropoda	Crustacea		Copepoda		Cyclopoida							
CSM	133	93	1	adult	93.1	dipteran b	dipteran	life stage	Species		feeding	free-living	free-living	detritivore		intermediate	resident		0.00942176			approximation	set equal to size of pupa				0.0389175			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Hexapoda				Diptera							
BSQ	134	94	1	adult	94.1	Ephydra	dipteran	life stage	Species		feeding	free-living	free-living	predator		intermediate	resident		0.03373598			approximation	estimate (0 .75 larva)				0.1213959			biomass vs. body size relationship	known biomass v. body size relationship across species (Hechinger et al. in prep))	Animalia	Arthropoda	Hexapoda				Diptera				Ephydridae			
CSM	134	94	1	adult	94.1	Ephydra	dipteran	life stage	Species		feeding	free-living	free-living	predator		intermediate	resident		0.03373598			approximation	estimate (0 .75 larva)				0.2948143			biomass vs. body size relationship	known biomass v. body size relationship across species (Hechinger et al. in prep))	Animalia	Arthropoda	Hexapoda				Diptera				Ephydridae			
EPB	134	94	1	adult	94.1	Ephydra	dipteran	life stage	Species		feeding	free-living	free-living	predator		intermediate	resident		0.03373598			approximation	estimate (0 .75 larva)				0.524222			biomass vs. body size relationship	known biomass v. body size relationship across species (Hechinger et al. in prep))	Animalia	Arthropoda	Hexapoda				Diptera				Ephydridae			
EPB	135	95	1	adult	95.1	gammaridean	amphipod	taxon	Infraorder		feeding	free-living	free-living	predator		low	resident		0.00563829	0.00436145	9	population	individuals encountered during the random sampling described in Kuris et al. (2008)	386230.08	433560.37	10.4753659	2.6818352	4.54986779	4.24691236	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Crustacea		Malacostraca		Amphipoda	Gammaridea						
BSQ	136	96	1	adult	96.1	gammaridean (red eye)	amphipod	taxon	Species		feeding	free-living	free-living	predator		low	resident		0.00501479	0.00545836	16	population	individuals encountered during the random sampling described in Kuris et al. (2008)	1323759.53	1694674.44	7.95740207	6.6302343	9.70231994	6.72285102	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Crustacea		Malacostraca		Amphipoda	Gammaridea						
BSQ	137	97	1	adult	97.1	gammaridean (red striped antennae)	amphipod	taxon	Species		feeding	free-living	free-living	predator		low	resident		0.00245777	0.00252406	12	population	individuals encountered during the random sampling described in Kuris et al. (2008)	888208.86	1992447.45	4	2.1830154	3.73725069	4	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Crustacea		Malacostraca		Amphipoda	Gammaridea						
BSQ	138	98	1	adult	98.1	gammaridean A (BSQc3)	amphipod	taxon	Species		feeding	free-living	free-living	predator		low	resident		0.00726686		1	population	individuals encountered during the random sampling described in Kuris et al. (2008)	809189.40	20330.8161	7	3.593822	0.14774122	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Crustacea		Malacostraca		Amphipoda	Gammaridea						
CSM	139	99	1	adult	99.1	green gammaridean	amphipod	taxon	Species		feeding	free-living	free-living	predator		low	resident		0.00461043		1	population	individuals encountered during the random sampling described in Kuris et al. (2008)	15105.15	35718.0023	7	0.0696413	0.16467542	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Crustacea		Malacostraca		Amphipoda	Gammaridea						
BSQ	140	100	1	adult	100.1	harpacticoid	copepod	taxon	Order		feeding	free-living	free-living	predator		low	resident		5.17016e-6			approximation	approximated to copepod.thalassinidean				0.2853421			extrapolation from other estuary	CSM plankton cores, adjusted for habitat area	Animalia	Arthropoda	Crustacea		Copepoda		Harpacticoida							
CSM	140	100	1	adult	100.1	harpacticoid	copepod	taxon	Order		feeding	free-living	free-living	predator		low	resident		5.17016e-6			approximation	approximated to copepod.thalassinidean				0.1384038			quantification, limited sampling	csm plankton cores (5 channel and 1 pan site)	Animalia	Arthropoda	Crustacea		Copepoda		Harpacticoida							
EPB	140	100	1	adult	100.1	harpacticoid	copepod	taxon	Order		feeding	free-living	free-living	predator		low	resident		5.17016e-6			approximation	approximated to copepod.thalassinidean				0.306053			extrapolation from other estuary	CSM plankton cores, adjusted for habitat area	Animalia	Arthropoda	Crustacea		Copepoda		Harpacticoida							
BSQ	141	101	1	adult	101.1	Nebalia sp.	leptostracan	taxon	Species		feeding	free-living	free-living	predator		low	resident		0.00542375	0.00267672	27	population	individuals encountered during the random sampling described in Kuris et al. (2008)	1213435.95	2354848.62	4.00083247	6.0651289	12.650399	4.00188114	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Crustacea		Malacostraca		Leptostraca					Nebalia	sp.	
CSM	142	102	1	adult	102.1	oniscidean	isopod	taxon	Species		feeding	free-living	free-living	detritivore		low	resident		0.00242802	0.00207876	4	population	individuals encountered during the random sampling described in Kuris et al. (2008)	590078.31	1638320.04	4	1.4327233	3.97787753	4	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Crustacea		Malacostraca		Isopoda	Oniscidea						
BSQ	143	103	1	adult	103.1	ostracod	ostracod	taxon	Species		feeding	free-living	free-living	predator		low	resident		3.22181e-5	1.35549e-5	7	population	individuals encountered during the random sampling described in Kuris et al. (2008)	518121.84	895776.672	4	0.0166929	0.0285947	4	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Crustacea		Ostracoda									
BSQ	144	104	1	adult	104.1	ostracod-planktonic	ostracod	taxon	Class		feeding	free-living	free-living	predator		low	resident		3.61052e-5			species	set equal to body size of those at csm				0.2437971			extrapolation from other estuary	CSM plankton cores, adjusted for habitat area	Animalia	Arthropoda	Crustacea		Ostracoda									
CSM	144	104	1	adult	104.1	ostracod-planktonic	ostracod	taxon	Class		feeding	free-living	free-living	predator		low	resident		3.61052e-5		2	species	volumetric				0.1182526			quantification, limited sampling	csm plankton cores (5 channel and 1 pan site)	Animalia	Arthropoda	Crustacea		Ostracoda									
EPB	144	104	1	adult	104.1	ostracod-planktonic	ostracod	taxon	Class		feeding	free-living	free-living	predator		low	resident		3.61052e-5			species	set equal to body size of those at csm				0.2614925			extrapolation from other estuary	CSM plankton cores, adjusted for habitat area	Animalia	Arthropoda	Crustacea		Ostracoda									
BSQ	145	105	1	adult	105.1	Paracerceis sp.	isopod	taxon	Species		feeding	free-living	free-living	predator		low	resident		0.00271741	0.00289729	9	population	individuals encountered during the random sampling described in Kuris et al. (2008)	339059.15	830350.415	4.00355588	1.2246235	3.19352058	4.00016178	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Crustacea		Malacostraca		Isopoda					Paracerceis	sp.	
CSM	146	106	1	adult	106.1	Pardosa sp.	spider	taxon	Species		feeding	free-living	free-living	predator		low	resident		0.01040481		1	population	individuals encountered during the random sampling described in Kuris et al. (2008)	147519.58	409580.009	4	1.5349126	4.2616007	4	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Chelicerata		Arachnida		Aranae				Lycosidae	Pardosa	sp.	
BSQ	147	107	1	adult	107.1	staphylinid	beetle	taxon	Species		feeding	free-living	free-living	predator		low	resident		0.00437988	0.00195152	4	population	individuals encountered during the random sampling described in Kuris et al. (2008)	18772.86	40831.1057	7.00098888	0.0858238	0.18810164	7.00064876	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Hexapoda				Coleoptera				Staphylinidae			
BSQ	148	108	1	adult	108.1	tanaidacean	tanaidacean	taxon	Species		feeding	free-living	free-living	detritivore		low	resident		0.00062244		1	population	individuals encountered during the random sampling described in Kuris et al. (2008)	74017.41	205505.263	4	0.0460711	0.12791382	4	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Crustacea		Malacostraca		Tanaidacea							
CSM	149	109	1	adult	109.1	Salt Marsh Hopper	amphipod	taxon	Species		feeding	free-living	free-living	detritivore		low	resident		0.00360519			species	set equal to body size of those at bsq				3.3067643			extrapolation from other estuary	set = to bsq; know is present, not adequately sampled, but important resource)	Animalia	Arthropoda	Crustacea		Malacostraca		Amphipoda				Talitridae	Traskorchestia	traskiana	
EPB	149	109	1	adult	109.1	Salt Marsh Hopper	amphipod	taxon	Species		feeding	free-living	free-living	detritivore		low	resident		0.00360519			species	set equal to body size of those at bsq				3.3067643			extrapolation from other estuary	set = to bsq; know is present, not adequately sampled, but important resource)	Animalia	Arthropoda	Crustacea		Malacostraca		Amphipoda				Talitridae	Traskorchestia	traskiana	
BSQ	149	109	1	adult	109.1	Salt Marsh Hopper	amphipod	taxon	Species		feeding	free-living	free-living	detritivore		low	resident		0.00360519	0.00320614	9	population	individuals encountered during the random sampling described in Kuris et al. (2008)	917222.52	1697745.32	4	3.3067643	5.94149537	4	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Crustacea		Malacostraca		Amphipoda				Talitridae	Traskorchestia	traskiana	
BSQ	150	110	1	adult	110.1	Salt Marsh Water Boatman	water boatman	taxon	Species		feeding	free-living	free-living	predator		low	resident		0.00360519			approximation	approximated to Traskorchestia traskiana				0.8436648			biomass vs. body size relationship	known biomass v. body size relationship across species (Hechinger et al. in prep))	Animalia	Arthropoda	Hexapoda				Hemiptera				Corixidae	Trichocorixia	sp.	
CSM	150	110	1	adult	110.1	Salt Marsh Water Boatman	water boatman	taxon	Species		feeding	free-living	free-living	predator		low	resident		0.00360519			approximation	approximated to Traskorchestia traskiana				0.726149			biomass vs. body size relationship	known biomass v. body size relationship across species (Hechinger et al. in prep))	Animalia	Arthropoda	Hexapoda				Hemiptera				Corixidae	Trichocorixia	sp.	
EPB	150	110	1	adult	110.1	Salt Marsh Water Boatman	water boatman	taxon	Species		feeding	free-living	free-living	predator		low	resident		0.00360519			approximation	approximated to Traskorchestia traskiana				0.6770569			biomass vs. body size relationship	known biomass v. body size relationship across species (Hechinger et al. in prep))	Animalia	Arthropoda	Hexapoda				Hemiptera				Corixidae	Trichocorixia	sp.	
BSQ	151	86	2	larva	86.2	Black Salt Marsh Mosquito	mosquito	life stage	Species		feeding	free-living	free-living	detritivore		low	resident		0.0025			species	weight of congener (Koenraadt 2008)									Animalia	Arthropoda	Hexapoda				Diptera				Culicidae	Aedes	taeniorhynchus	
CSM	151	86	2	larva	86.2	Black Salt Marsh Mosquito	mosquito	life stage	Species		feeding	free-living	free-living	detritivore		low	resident		0.0025			species	weight of congener (Koenraadt 2008)									Animalia	Arthropoda	Hexapoda				Diptera				Culicidae	Aedes	taeniorhynchus	
EPB	151	86	2	larva	86.2	Black Salt Marsh Mosquito	mosquito	life stage	Species		feeding	free-living	free-living	detritivore		low	resident		0.0025			species	weight of congener (Koenraadt 2008)									Animalia	Arthropoda	Hexapoda				Diptera				Culicidae	Aedes	taeniorhynchus	
BSQ	152	90	2	larva	90.2	Western Encephalitis Mosquito	mosquito	life stage	Species		feeding	free-living	free-living	detritivore		low	resident		0.00217			species	estimate from literature (Gray & Bradley 2003)									Animalia	Arthropoda	Hexapoda				Diptera				Culicidae	Culex	tarsalis	
CSM	152	90	2	larva	90.2	Western Encephalitis Mosquito	mosquito	life stage	Species		feeding	free-living	free-living	detritivore		low	resident		0.00217			species	estimate from literature (Gray & Bradley 2003)									Animalia	Arthropoda	Hexapoda				Diptera				Culicidae	Culex	tarsalis	
EPB	152	90	2	larva	90.2	Western Encephalitis Mosquito	mosquito	life stage	Species		feeding	free-living	free-living	detritivore		low	resident		0.00217			species	estimate from literature (Gray & Bradley 2003)									Animalia	Arthropoda	Hexapoda				Diptera				Culicidae	Culex	tarsalis	
CSM	153	93	2	larva	93.2	dipteran b	dipteran	life stage	Species		feeding	free-living	free-living	detritivore		low	resident		0.00685528	0.00579397	5	population	volumetric	56770.08	157618.997	4	0.3891749	1.08052265	4	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Hexapoda				Diptera							
BSQ	154	94	2	larva	94.2	Ephydra	dipteran	life stage	Species		feeding	free-living	free-living	predator		low	resident		0.0449813			species	applied CSM body size	212425.13	347365.851	4.00018009	1.2139594	2.14213726	4	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Hexapoda				Diptera				Ephydridae			
